Species,Genus,Subfamily,Family,Order,Class,Phylum,"Atlantic, Northwest",Common,BodyShape,Fresh,Brack,Saltwater,DemersPelag,DemersPelagRef,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,VerticalMove,VerticalMoveRef,LatMin,LatMax,LatRef,LongevityWild,LongevityWildRef,Length,LTypeMaxM,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,Mobility,MobilityRef,FecundityMin,FecundityMax,FecundityMean,FecundityType,FecundityRef,SpawningSeason,SpawnRef,LarvalStrategy,LarvalRef,LarvalLength,LLRef,MinPLD,MaxPLD,AvePLD,PLDRef,LarvalVertical,LVRef,MinDispersal,MaxDispersal,AverageDispersal,ADRef,Rafting,RaftingRef,Schooling,SchoolingRef,Notes,Comments,Website Link
Melanogrammus aeglefinus,Melanogrammus,NA,Gadidae,Gadiformes,Actinopterygii,Chordata,native,Haddock,fusiform / normal,0,0,-1,demersal,FB51243,oceanodromous,FB51243,10,450,FB35388,10,200,FB35388,Yes,NA,35°N,79°N,FB1371,20,FB4645,112,TL,FB5951,35,TL,NA,NA,FB4645,16800,NA,FB9988,trawls,unspecified bottom trawls (TB),-1,-1,0,-1,0,-1,0,0,-1,0,Active,FB9574,55000,1841000,NA,Absolute,FB1371,Spring,Suthers1991,pelagic,FB37,4.035,FB37,35.4,460.5,127.7,Houde1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple localities for fecundity and spawning, larval strategy in egg tab, main reference used for lat, PLD from larval dynamics tab (unsure if its specifcally in the pelagic","Adults are found more commonly from 80 to 200 m, over rock, sand, gravel or shells, usually at temperatures between 4<b0> and 10<b0>C.  Feed mainly on small bottom-living organisms including crustaceans, mollusks, echinoderms, worms and fishes (sand lance, capelin, silver hake, American eels, herring and argentines) (Ref. 5951).  A batch spawner (Ref. 51846).  Undertakes extensive migrations in the Barents Sea and Iceland.  Sold fresh, chilled as fillets, frozen, smoked and canned.  Also utilized for fish meal and animal feeds.  Can be steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",https://www.fishbase.se/summary/Melanogrammus-aeglefinus.html
Melanostigma atlanticum,Melanostigma,Gymnelinae,Zoarcidae,Perciformes,Actinopterygii,Chordata,native,Atlantic soft pout,elongated,0,0,-1,bathypelagic,FB58426,NA,NA,400,1853,FB58426,400,1853,NA,Yes,FB7251,19°N,74°N,FB7251,NA,NA,15,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB7251,NA,NA,NA,NA,NA,NA,NA,demersal,Markle1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tab for fecundity has no data, no tab for spawning, unsure about larval strategy","Occurs in midwater over the continental slope.  Mostly found from 365-550 m depth, but enters shallower water in the northern part of range (Ref. 7251); prefers salinity of 33.4-34.7 ppt. (Ref. 5951).  Bathypelagic (Ref. 58426).  Feeds on foraminifera, copepods, and ostracods (Ref. 9731).",https://www.fishbase.se/summary/Melanostigma-atlanticum.html
Merluccius albidus,Merluccius,Merlucciinae,Merlucciidae,Gadiformes,Actinopterygii,Chordata,native,Offshore silver hake,fusiform / normal,0,0,-1,bathydemersal,FB1371,non-migratory,NA,80,1170,FB1371,160,640,FB1371,Yes,FB1371,4°N,42°N,FB58452,NA,NA,40.6,TL,FB1371,30,TL,45,TL,FB1371,NA,?4100?,FB5951,trawls,bottom otter trawls (OTB),0,0,0,0,0,0,0,0,0,0,Active,FB9574,340000,NA,NA,Absolute,FB1371,NA,NA,pelagic,Robert1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"have max length for female, unsure where data for femal weight is from, locality for fecundity does not have country of origin, no localities for spawning are canadian and no tab for larvae","Offshore species which inhabit the outer part of the continental shelf and upper part of the slope.  Feed at night when they come up towards the surface (Ref. 1371).  Juveniles feed primarily on crustaceans (Ref. 58452).  Adults' food consists primarily of fishes (particularly lantern fishes, sardines and anchovies) and, to a lesser extent, crustaceans and squids (Ref. 1371).  Spawning occurs near the bottom at 330-550 m depth range from April to July in New England and from late spring to early autumn in the Gulf of Mexico and the Carribean Sea (Ref. 58452).  Marketed fresh, frozen and smoked.",https://www.fishbase.se/summary/Merluccius-albidus.html
Merluccius bilinearis,Merluccius,Merlucciinae,Merlucciidae,Gadiformes,Actinopterygii,Chordata,native,Silver hake,elongated,0,0,-1,demersal,FB51243,oceanodromous,FB51243,55,914,FB58452,55,914,NA,Yes,FB9988,24°N,55°N,FB54581,12,FB1371,76,TL,FB1371,37,TL,65,TL,FB1371,2300,NA,FB1371,NA,NA,0,0,0,0,0,-1,0,0,0,0,Active,FB9574,NA,700000,NA,Absolute,FB43374,Summer,FB1371,pelagic,FB68,3.05,FB68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one locality for fecundity with no country of origin, multiple canadian localities for spawning, unsure about larval strategy","Abundant on sandy grounds and strays into shallower waters.  A voracious predator with cannibalistic habits.  Individuals over 40 cm TL prey on fishes such as gadoids and herring, while smaller ones feed on crustaceans, i.e. euphausiids and pandalids; food also includes gaspereau, myctophids, smelt, silversides, mackerel, sand lance, butterfish, snakeblennies, longhorn sculpins and squids (Ref. 5951).  The smallest specimen feeds mostly on crustaceans (Ref. 58452).  Exhibits seasonal onshore-offshore migration (Ref. 9988).  Spawning takes place from June-July in the mid-Atlantic region; July-August in the Gulf of Maine and to the north of Georges Bank, and August-September on the Scotian Shelf (Ref. 58452).  Marketed fresh, smoked and frozen; fresh fish are exported to European markets; eaten fried, broiled, microwaved and baked (Ref. 9988).",https://www.fishbase.se/summary/Merluccius-bilinearis.html
Micromesistius poutassou,Micromesistius,NA,Gadidae,Gadiformes,Actinopterygii,Chordata,native,Blue whiting,elongated,0,0,-1,bathypelagic,FB51243,oceanodromous,FB51243,150,3000,FB3663,300,400,FB1371,Yes,NA,26°N,79°N,FB1371,20,FB1371,55.5,TL,FB106276,22,TL,NA,NA,FB1371,830,NA,FB40637,trawls,NA,-1,-1,0,0,0,0,0,0,-1,-1,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,pelagic,FB37,2.1,FB37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple localities for fecundity and spawning but none are canadian, unsure about larval strategy","Found over the continental slope and shelf to more than 1000 m, but more common at 300-400 m.  Feeds mostly on small crustaceans but large individuals also prey on small fish and cephalopods.  Makes daily vertical migrations:  surface waters at night and near the bottom during the day.  Sold fresh and frozen, and also processed as oil and fishmeal (Ref. 1371).",https://www.fishbase.se/summary/Micromesistius-poutassou.html
Myoxocephalus octodecemspinosus,Myoxocephalus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Longhorn sculpin,elongated,0,-1,-1,demersal,FB27549,NA,NA,1,190,FB27549,1,190,NA,Yes,"FB34819, FB41075",36°N,52°N,FB7251,11,FB72462,46,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB7251,NA,NA,NA,NA,NA,Winter,Suthers1991,demersal,Suthers1991,6.8,FB68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB13548,"no tab for fecundity and spawning, unsure about larval strategy ","Commonly found in harbors and shallow coastal waters.  Move to deeper water in winter.  Adults attach their eggs near the base of a sponge to use as a spawning bed (Ref. 34819, 41075).  Benthic; feeds on crustaceans, molluscs, sea squirts, squids and fishes (herring, mackerel, smelt, sand lance and silversides (Ref. 5951)) (Ref. 58426).",https://www.fishbase.se/summary/Myoxocephalus-octodecemspinosus.html
Myoxocephalus quadricornis,Myoxocephalus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Fourhorn sculpin,fusiform / normal,-1,-1,-1,demersal,FB58496,NA,NA,0,100,FB58496,0,100,NA,Yes,NA,41°N,83°N,FB3814,14,FB12193,60,TL,FB2058,30,TL,NA,NA,FB2058,260,NA,FB27547,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB3814,NA,NA,NA,NA,NA,NA,NA,demersal,FB27547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schooling  ,FB5951,"multiple localities for fecundity and spawning but non are canadian, unsure about larval strategy","Occurs in cold brackish and moderately saline water near the coast (Ref. 27547).  Enters coastal rivers and may occur as far as 120 miles inland (Ref. 5723).  Landlocked in lakes (Ref. 59043).  Maximum depth reported at 100m (Ref. 35388).  Benthic (Ref. 58426).  Movements are limited to short onshore-offshore seasonal movements and mass movements of fry into shallow water in autumn (Ref. 28908, 28910).  Moreover, there are no migrations of large numbers; movement into freshwater and long distances up rivers are apparently undertaken by relatively few individuals at a time (Ref. 27547).  Diurnal from November to April but is largely nocturnal the rest of the year (Ref. 28905).  Feeds on small crustaceans, fishes (Ref. 4968) and molluscs (Ref. 58426).  Spawning takes place in shallow waters, male digs a groove in the gravel where pairing and egg laying occur.  Move to deeper water in the spring, where they stay in summer (Ref. 35388).  Landlocked populations are locally threatened (Ref. 59043).",https://www.fishbase.se/summary/Myoxocephalus-quadricornis.html
Myoxocephalus scorpioides,Myoxocephalus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Arctic sculpin,elongated,0,-1,-1,demersal,FB117245,NA,NA,0,280,FB117245,0,280,NA,Yes,NA,49°N,83°N,FB117245,NA,NA,22,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB7251,NA,NA,NA,NA,NA,NA,NA,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity and larvae, spawning has 1 locality with no specified origin",Found on rocky bottoms among algae (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods (Ref. 4698).,https://www.fishbase.se/summary/Myoxocephalus-scorpioides.html
Myoxocephalus scorpius,Myoxocephalus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Shorthorn sculpin,fusiform / normal,0,-1,-1,demersal,FB58496,NA,NA,0,451,FB58496,0,451,NA,Yes,NA,40°N,80°N,FB4698,18,FB122394,60,TL,FB9925,24,SL,NA,NA,FB4698,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,0,0,Active,FB4698,NA,NA,NA,NA,NA,Winter,Suthers1991,demersal,Suthers1991,8,FB37,NA,NA,NA,NA,Yes,FB94976,NA,NA,NA,NA,NA,NA,both,FB94976,"multiple localities for fecundity and none are canadian, multiple localities for spawning and none are canadian but one is unspecified, unsure about larval strategy","Found on rocky bottoms with sand or mud, or among seaweeds (Ref. 4698).  Benthic (Ref. 58426).  Feeds on fishes, large crustaceans, occasionally polychaetes and amphipods (Ref. 4698).  During the spawning season, the male's underside becomes deep red with white spots.",https://www.fishbase.se/summary/Myoxocephalus-scorpius.html
Nansenia groenlandica,Nansenia,NA,Microstomatidae,Osmeriformes,Actinopterygii,Chordata,native,Greenland argentine,elongated,0,0,-1,bathypelagic,FB5123,NA,NA,0,1400,FB5123,0,1400,NA,Yes,NA,35°N,66°N,FB4773,NA,NA,24.5,SL,FB4773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB4773,NA,NA,NA,NA,NA,NA,NA,pelagic,FB68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity and spawning, unsure about larval strategy",Spawns mainly in spring and early summer.,https://www.fishbase.se/summary/Nansenia-groenlandica.html
Nessorhamphus ingolfianus,Nessorhamphus,NA,Derichthyidae,Anguilliformes,Actinopterygii,Chordata,native,Duckbill oceanic eel,eel-like,0,0,-1,bathypelagic,FB58018,NA,NA,0,1800,FB58018,0,1800,NA,Yes,NA,NA,NA,NA,NA,NA,59.8,TL,FB13608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB5228,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for swim type, fecundity, spawning and larvae",Mesopelagic (Ref. 5951).  Feeds mainly on crustaceans.,https://www.fishbase.se/summary/Nessorhamphus-ingolfianus.html
Nezumia bairdii,Nezumia,Macrourinae,Macrouridae,Gadiformes,Actinopterygii,Chordata,native,Marlin-spike grenadier,elongated,0,0,-1,benthopelagic,FB1371,non-migratory,NA,16,1000,FB1371,90,700,FB1371,Yes,NA,24°N,59°N,FB1371,11,FB40732,40,TL,FB1371,NA,NA,NA,NA,NA,NA,NA,NA,trawls,unspecified trawls (TX),0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for fecundity, spawning and larvae  ","Benthic, reported as deep as 2295m  (Ref. 58426).  Taken much shallower in areas with cold surface waters.  Feeds primarily on euphausiids, amphipods, and polychaetes, although a 200 mm individual had many copepods in its stomach (Ref. 1371).",https://www.fishbase.se/summary/Nezumia-bairdii.html
Pollachius virens,Pollachius,NA,Gadidae,Gadiformes,Actinopterygii,Chordata,native,Saithe,fusiform / normal,0,0,-1,demersal,FB51243,oceanodromous,FB51243,37,364,FB5951,37,364,NA,Yes,FB9988,33°N,77°N,FB1371,25,FB1371,130,TL,FB1371,60,TL,NA,NA,FB4645,32000,NA,FB7251,seines,purse seines (PS),0,-1,0,-1,0,-1,0,0,-1,-1,Active,FB9574,220000,8260000,NA,Absolute,FB1371,Winter,Suthers1991,pelagic,Suthers1991,3.8,FB37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple localities for fecundity and spawning and one is western atlantic (unsure to use), unsure about larval strategy","An active, gregarious fish occurring inshore and offshore waters.  Usually enters coastal waters in spring and returns to deeper waters in winter (Ref. 9988).  Smaller fish in inshore waters feed on small crustaceans (copepods, amphipods, euphausiids) and small fish, while larger fish prey predominantly upon fishes.  Spawn in batches (Ref. 51846).  Utilized fresh, dried or salted, smoked, canned and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",https://www.fishbase.se/summary/Pollachius-virens.html
Reinhardtius hippoglossoides,Reinhardtius,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,native,Greenland halibut,fusiform / normal,0,0,-1,benthopelagic,FB51243,oceanodromous,FB51243,1,2200,FB108960,500,1000,FB6263,Yes,NA,33°N,79°N,FB54862,30,FB3561,110,TL,FB80637,56,FL,130,TL,FB55110,7000,45000 (unsure where this is from),FB173,hooks and lines,NA,-1,0,0,0,0,-1,0,0,0,-1,Active,FB9574,0,32100,NA,Absolute,FB58602,NA,NA,pelagic,FB265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB6394,"multiple localities for spawning and fecundity, unsure about larval strategy","Often caught pelagically (Ref. 4705). Adults prefer bottom temperatures of -0.5<b0>C to 6.0<b0>C (Ref. 5951).  Epibenthic (Ref. 58426).  Feed on crustaceans, fishes (Ref. 4705, 6885), eelpouts, capelin, redfishes, deep sea prawns and other bottom invertebrates (Ref. 35388).  Batch spawner (Ref. 51846).  Utilized dried or salted and frozen; can be steamed and fried (Ref. 9988). Size of the Greenland halibut collected from 400-599 m deep in eastern Bering Sea, ranged from 9 to 99 cm FL with a mean of 56 cm (Ref. 55110).",https://www.fishbase.se/summary/Reinhardtius-hippoglossoides.html
Rhinochimaera atlantica,Rhinochimaera,NA,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata,native,Straightnose rabbitfish,elongated,0,0,-1,bathydemersal,FB117245,NA,NA,200,1500,FB117245,400,1500,FB4444,Yes,NA,58°S,67°N,FB4444,NA,NA,140,TL,FB4444,NA,NA,NA,NA,NA,NA,NA,NA,trawls,unspecified bottom trawls (TB),0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,direct,FB205,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for swim type, fecundity, spawning and larvae",Found on or near the bottom of continental slopes (Ref. 5578).  Forms groups according to sex and size (Ref. 5578).  Feeds on shrimps and crabs (Ref. 27637).  Oviparous (Ref. 205).  Eggs are encased in horny shells (Ref. 205).,https://www.fishbase.se/summary/Rhinochimaera-atlantica.html
Scomber scombrus,Scomber,Scombrinae,Scombridae,Perciformes,Actinopterygii,Chordata,native,Atlantic mackerel,fusiform / normal,0,-1,-1,pelagic-neritic,FB51243,oceanodromous,FB51243,0,1000,FB54254,0,200,FB54254,Yes,NA,30°N,75°N,FB168,17,FB207,60,FL,FB35388,30,FL,NA,NA,FB168,3400,NA,FB9988,seines,purse seines (PS),-1,-1,0,-1,0,-1,0,0,-1,0,Active,FB9574,208500,1548400,NA,Absolute,FB108991,Summer,FB39017,pelagic,FB6769,3.18,FB37,29.4,53,39.5,Houde1989,NA,NA,NA,NA,NA,NA,NA,NA,schooling,FB6769,"multiple localities for fecundity and spawning, unsure about larval strategy  ","Abundant in cold and temperate shelf areas, forms large schools near the surface.  They overwinter in deeper waters but move closer to shore in spring when water temperatures range between 11<b0> and 14<b0>C.  Mainly diurnal, it feeds on zooplankton and small fish.  Eggs and larvae are pelagic (Ref. 6769).  Batch spawner (Ref. 51846).  The species is traded fresh, frozen, smoked and canned.  Eaten fried, broiled and baked (Ref. 9988).  Two stocks in north-east Atlantic:  North Sea (east) and British Isles (west).  North Sea stock decreased dramatically in the 1960's because of direct overfishing.  Recruitment has been poor and unstable.  After spawning, the adult feed very actively moving around in small shoals (Ref. 35388).",https://www.fishbase.se/summary/Scomber-scombrus.html
Sebastes mentella,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata,native,Beaked redfish,fusiform / normal,0,0,-1,bathypelagic,FB51243,oceanodromous,FB51243,300,1441,FB58426,300,1441,NA,Yes,NA,41°N,79°N,FB4570,75,FB45673,77.5,TL,FB106276,NA,NA,NA,NA,NA,NA,NA,NA,seines,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,1500,70000,NA,Absolute,FB40546,Spring,FB43350,pelagic,FB34817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB9045,"multiple localities for fecundity, one locality for spawning but months overlap drop down options","Inhabit deep waters (Ref. 4570).  Epibenthic-pelagic (Ref. 58426).  Bear live young.  Gregarious throughout life.  Feed on euphausiids, hyperiids, cephalopods, chaetognaths and small fishes.  Ovoviviparous (Ref. 4570).  Longevity was determined from isotope ratios and given as at least 65 years in general and at least 75 years in the waters off Nova Scotia (Ref. 45673).",https://www.fishbase.se/summary/Sebastes-mentella.html
Serrivomer beanii,Serrivomer,NA,Serrivomeridae,Anguilliformes,Actinopterygii,Chordata,native,Stout sawpalate,eel-like,0,0,-1,bathypelagic,FB117245,NA,NA,0,6000,FB117245,0,6000,NA,Yes,FB6722,59°S,82°N,FB117245,NA,NA,78,TL,FB5236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB5236,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,both,FB5237,,"Epibenthic-pelagic (Ref. 58426).  Solitary (Ref. 5951); exhibits vertical migrations during the night.  Feeds on shrimps, other crustaceans and small fishes (Ref. 6722).  Minimum depth from Ref. 58018.",https://www.fishbase.se/summary/Serrivomer-beanii.html
Somniosus microcephalus,Somniosus,NA,Somniosidae,Squaliformes,Elasmobranchii,Chordata,native,Greenland shark,elongated,0,-1,-1,benthopelagic,FB119696,oceanodromous,FB119696,0,2992,FB119696,200,600,FB35388,Yes,FB247,35°N,83°N,FB50224,392,FB110949,427,TL,FB247,NA,NA,NA,NA,NA,775000,NA,FB4699,hooks and lines,NA,0,0,0,-1,0,0,0,0,-1,0,Active,FB5578,10,NA,NA,Litter,FB247,NA,NA,direct,FB247,370,FB247,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,,"Found on continental and insular shelves and upper slopes down to at least 1,200 m (Ref. 247) and to as deep as 2,200  m (Ref. 55584).  Epibenthic-pelagic (Ref. 58426).  In the  Arctic and boreal Atlantic, it occurs inshore in the  intertidal and at the surface in shallow bays and river mouths during colder months, retreating to depths of 180-550 m when the temperature rises (Ref. 247).  Reported to be found in temperatures from -1.8<b0> to 17.2<b0>C but commonly below 5<b0>C  at with salinity range of 29.4-35.5.  It is capable of undertaking long migrations (Ref. 119696).  Feeds on  pelagic and bottom fishes (herring, Atlantic salmon, Arctic char, capelin, redfish, sculpins, lumpfish, cod, haddock,  Atlantic halibut, Greenland halibut and skates (Ref. 
5951)), sharks and skates (Ref. 5578), seals and small cetaceans, sea birds, squids, crabs, amphipods, marine snails, brittle stars, sea urchins, and jellyfish (Ref. 247, 58240).  Radiocarbon dating of eye lens nuclei from 28 caught female Greenland sharks (81-502 cm TL) revealed a  life span of at least 272 years, the oldest being nearly 400 years; age of sexual maturity is about 150 years.  This  large species is slow-growing (Ref. 110949).  
<i>Petromyzon marinus</i> was reported to have been attached to <i>S. microcephalus</i> (Ref. 58185).  Ovoviviparous (Ref. 205).  Utilized fresh and dried for human and sled-dog food (flesh is said to be toxic when fresh); Eskimos also used the skin to make boots, and the 
sharp lower dental bands as knives for cutting hair (Ref. 247).  A very sluggish shark (Ref. 28609). Reports in literature of lengths exceeding 640 cm TL (e.g. up to 730 cm TL in Ref. 247) remain unverified. Common length  244-427 cm TL (Ref. 119696).",
Squalus acanthias,Squalus,NA,Squalidae,Squaliformes,Elasmobranchii,Chordata,native,Picked dogfish,elongated,0,-1,-1,benthopelagic,FB51243,oceanodromous,FB51243,0,1460,FB26346,50,300,FB43939,Yes,FB85328,57°S,81°N,FB247,75,FB39247,95,TL,FB119696,100,TL,NA,NA,FB119696,9100,NA,FB11389,trawls,unspecified bottom trawls (TB),-1,-1,0,0,0,0,0,0,-1,-1,Active,FB9574,1,21,NA,Litter,FB88865,Winter,FB88864,direct,FB247,240,FB88864,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,,"Possibly the most abundant living shark (Ref. 247). A demersal, inshore and offshore dogfish of the continental and insular shelf and upper slopes (Ref. 247, 11230, 119696). Usually near the bottom, but also in midwater and at the surface (Ref. 26346); occurs mainly between 10-200 m depth (Ref. 247). Males and gravid females usually found shallower than non-gravid females. Tolerates brackish water, often found in enclosed bays and estuaries. Reported to enter freshwater (Ref. 11980) but cannot survive there for more than a few hours (Ref. 247). Highly migratory species, used to be observed in large foraging schools with up to thousands of individuals, usually segregated by size and /or sex, with schools of large gravid females preferentially targeted by fisheries. Their latitudinal (north-south) and depth-related (nearshore-offshore) movements appear to be correlated with their preferred temperature (Ref. 247). Tagging experiments showed that populations in the northern North Sea and northwest Scotland made winter migrations to off Norway and summer migrations to Scotland (Ref. 88880, 88881). Transoceanic migrations recorded, but rare (Ref. 88864). Longevity in the northern Atlantic is about 35-50 years (Ref. 88882), but most live only 20-24 years (Ref. 88187). Growth is slow. At sexual maturity, males are 60-70 cm long, females 75-90 cm (Ref. 35388). Gestation period is 2 years (Ref. 36731). Ovoviviparous (Ref. 205). Feeds on a diversity of prey, ranging from comb jellyfish, squid, mackarel and herring to a wide array of benthic fishes, shrimps, crabs and even sea cucumbers (Ref. 93252). The only species of horned sharks that can inflict toxins with its tail. Detects weak electric fields generated by potential prey (Ref. 10311). Utilized for human consumption, liver oil, vitamins, sand paper, leather, fertilizer, etc. (Ref. 247, 27436). Eaten fried, broiled, and baked (Ref. 9988).",
Ulvaria subbifurcata,Ulvaria,Stichaeinae,Stichaeidae,Perciformes,Actinopterygii,Chordata,native,Radiated shanny,elongated,0,0,-1,benthopelagic,FB5951,NA,NA,55,NA,FB51666,55,NA,NA,Yes,NA,41°N,52°N,FB5951,NA,NA,18,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,0,0,Active,FB51666,NA,NA,NA,NA,NA,Spring,Suthers1991,demersal,FB58332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,,"Found among algae on rocky shores and on hard bottom in deeper water, or depth of 55 meters or more (Ref. 51666).  Male guards multiple egg masses (Ref. 58332).",
Urophycis tenuis,Urophycis,NA,Phycidae,Gadiformes,Actinopterygii,Chordata,native,White hake,fusiform / normal,0,0,-1,demersal,FB51243,oceanodromous,FB51243,100,1000,FB5951,100,247,FB1371,Yes,FB4587,27°N,66°N,FB5951,23,FB796,133,TL,FB40637,70,TL,NA,NA,FB1371,20970,NA,FB4699,gillnets,unspecified gillnets (GN),-1,0,0,0,0,-1,0,0,-1,0,Active,FB9574,1000000,15000000,NA,Absolute,FB1371,Summer,FB1371,pelagic,FB7135,2.2,FB7135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB4587,,"Found on soft, muddy bottoms of the continental shelf and upper slope.  It is mostly found at 180 m.  Mature fish migrate inshore in the northern Gulf of Maine in summer, disperse in autumn, and move into deepest areas in winter.  Feed on small crustaceans, squids and small fish.  Utilized fresh, smoked or frozen; eaten steamed, microwaved and baked (Ref. 9988).  Exported to Europe (Ref. 9988).",
Xenodermichthys copei,Xenodermichthys,NA,Alepocephalidae,Osmeriformes,Actinopterygii,Chordata,native,Bluntsnout smooth-head,elongated,0,0,-1,bathypelagic,FB4460,NA,NA,100,2650,FB4460,100,1230,FB47377,Yes,NA,56°S,70°N,FB57340,NA,NA,31,TL,FB57911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB13608,NA,NA,NA,NA,NA,Fall,FB4736,pelagic,FB205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Usually found near continental slopes (Ref. 4736).  Bathypelagic (Ref. 58426).  Feeds primarily on crustaceans (euphausiids, copepods, amphipods and decapod zoea), also ostracods and small cephalopods (Ref. 4736).",
Ceratias holboelli,Ceratias,NA,Ceratiidae,Lophiiformes,Actinopterygii,Chordata,native,Kroyer's deep-sea angler fish,short and / or deep,0,0,-1,bathypelagic,FB74511,NA,NA,400,4400,FB74511,400,2000,FB37729,Yes,NA,45°S,67°N,FB4494,NA,NA,16,SL,FB7463,NA,NA,77,TL,FB559,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB36494,3,FB36494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,FB36494,NA,NA,"no tab for swim type and fecundity, only one US locality for spawning, unsure about larval strategy and only the larval max length was available","Maximum size observed for free living males is 1.3 cm (Ref. 10524).  Males are parasitic, females oviparous with planktonic larvae (Ref. 36494).  Eggs are presumably contained in floating gelatinous rafts (Ref. 36494). Minimum depth from Ref. 037729.",https://www.fishbase.se/summary/Ceratias-holboelli.html
